#Denominación,Prog.,Econ.,Fecha,NIF,Nombre empresa,Descripción,Importe,Descuentos,
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139263049 - C/ MIGUEL DE CERVANTES KM 2 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108846 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"621,66","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139193065 - AVDA. CASTAÑERAS 38 BJ - FACTURACION ENERO / ABRIL - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147330585 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"275,53","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139378720 - C/ COMILLAS 1 BJ  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108868 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 03/07/2014,"595,42","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139292521 - C/ BENIDORM S/N BJ - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147654669 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"957,16","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139178148 - C/ SALOU S/N  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108859 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"821,77","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139296612 - AVDA. ISLANDIA 1  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108870 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.814,73","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139243344 - C/ ALICANTE S/N  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108856 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"889,74","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139514527 - AVDA. ISLANDIA 99  - FACTURACION ENERO / ABRIL - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147387741 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"3.546,33","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139285612 - C/ PUNTA UMBRIA 1 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108869 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"820,67","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139372087 - CARRETERA A5 AUTOVIA EXTREMADURA KM 22 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147204721 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"196,08","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139312625 - C/ HUNGRIA 5 BJ - FACTURACION MARZO / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147634553 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"933,03","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139346580 - C/ SAN FERNANDO 40 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147204728 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"872,03","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139470150 - C/ BELGICA S/N BJ  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108875 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 03/07/2014,"1.045,62","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139313886 -  AVDA. PORTUGAL S/N BJ  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108873 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 03/07/2014,"727,71","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139158856 - C/ VALENCIA S/N  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108854 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.182,41","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139382042 - C/ BENICARLO S/N  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108853 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"454,06","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139576940 - C/ LOGROÑO 24 BJ - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147204722 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.429,35","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139401420 - C/ MADRID 38 BJ - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108836 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"656,32","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139103494 - PZA. ALMENDROS 1 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147204723 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"704,79","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139572900 - C/ MADRID 39 BIS  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108837 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"749,74","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139200712 - C/ LUXEMBURGO S/N BJ  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108876 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 03/07/2014,"760,50","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139348372 - C/ BELGICA S/N BJ  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108874 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 03/07/2014,"553,51","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139451037 - C/ ALICANTE S/N  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108855 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"699,14","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139545490 - C/ BENICARLO 28 BJ - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147204726 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"493,76","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139286698 - C/ EL FERROL 45  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147204727 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 03/07/2014,"938,49","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139763395 - C/ ALEMANIA S/N BJ  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108878 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 03/07/2014,"639,49","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139078765  - C/ DOLORES CASTILLEJO DUQUESA ALMENARA 4 BIS BJ - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108850 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.650,90","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139165295 - C/ MIGUEL DE CERVANTES S/N KM 5 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108844 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"371,92","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139336597 - C/ HUNGRIA S/N BJ - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108852 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"846,79","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139499306 - PZA. GALAYOS 1 BJ - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108842 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"554,07","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139067407 - C/ MARBELLA 29  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108880 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 03/07/2014,"1.364,15","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139185273 - AVDA. ISLANDIA 51 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108871 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.271,67","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139312568 - C/ ANDALUCIA 1 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108865 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"635,33","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139732548 - C/ MIGUEL DE CERVANTES KM6  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108845 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"441,66","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139734769 - C/ ALMERIA 2  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108879 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 03/07/2014,"2.082,88","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139162735 - CNO. BOSQUE S/N BJ - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108841 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.674,29","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139754564 - C/ CADIZ 99 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108851 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.330,23","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139730591 - C/ AVILA 1 BJ - FACTURACION ENERO / ABRIL - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147387739 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.716,82","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139760982 - C/ MENORCA S/N  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108858 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"805,76","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139423260 - AVDA. BULEVAR KM 3 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108833 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"442,52","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139300121 - C/ MALAGA 83 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108861 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.009,35","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139308232 - PZA. MAYOR 1 BIS - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108847 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.159,01","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139306185 - C/ MALAGA 115 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108863 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.083,30","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139193065 - AVDA. CASTAÑERAS 38 BJ - FACTURACION MARZO / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147634565 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"170,91","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139393865 - C/ MIGUEL DE CERVANTES 81 - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147204725 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"729,18","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139146243 - C/ TORREMOLINOS 15  - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES  - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147108882 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 03/07/2014,"1.332,94","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139312625 - C/ HUNGRIA 5 BJ - FACTURACION ENERO / ABRIL - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147330583 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 04/07/2014,"1.072,91","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,07/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139440276 - C/ RAMON Y CAJAL 138   - FACTURACION ABRIL / MAYO - SERVICIOS GENERALES - APROBADO POR DECRETO 1381/2014 - NUMERO DE FAC.: FE14321147204730 DE FECHA OPERACION: 07/08/2014 Y FECHA REG. INTERVENCIÓN: 03/07/2014,"176,74","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,25/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139308232 - PZA. MAYOR 1 BIS - FACTURACION MAYO / JUNIO - SERVICIOS GENERALES - APROBADA POR DECRETO ALCALDIA Nº 1.529/2014 - NUMERO DE FAC.: FE14321148996259 DE FECHA OPERACION: 12/08/2014 Y FECHA REG. INTERVENCIÓN: 30/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1531/2014,"948,22","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,25/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139401420 - C/ MADRID 38 BJ - FACTURACION MAYO / JUNIO - SERVICIOS GENERALES - APROBADA POR DECRETO ALCALDIA Nº 1.529/2014 - NUMERO DE FAC.: FE14321148996246 DE FECHA OPERACION: 12/08/2014 Y FECHA REG. INTERVENCIÓN: 29/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1531/2014,"589,89","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,25/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139285612 - C/ PUNTA UMBRIA 1  - FACTURACION MAYO / JUNIO - SERVICIOS GENERALES - APROBADA POR DECRETO ALCALDIA Nº 1.529/2014 - NUMERO DE FAC.: FE14321148996279 DE FECHA OPERACION: 12/08/2014 Y FECHA REG. INTERVENCIÓN: 30/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1531/2014,"617,60","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,25/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139754564 - C/ CADIZ 99 - FACTURACION MAYO / JUNIO - SERVICIOS GENERALES - APROBADA POR DECRETO ALCALDIA Nº 1.529/2014 - NUMERO DE FAC.: FE14321149062637 DE FECHA OPERACION: 12/08/2014 Y FECHA REG. INTERVENCIÓN: 30/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1531/2014,"999,38","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,25/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139837864 - C/ BATRES 3 BJ - FACTURACION MAYO / JUNIO - SERVICIOS GENERALES - APROBADA POR DECRETO ALCALDIA Nº 1.529/2014 - NUMERO DE FAC.: FE14321149062632 DE FECHA OPERACION: 12/08/2014 Y FECHA REG. INTERVENCIÓN: 29/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1531/2014,"1.658,21","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,25/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139286698 - C/ EL FERROL 45 - FACTURACION MAYO / JUNIO - SERVICIOS GENERALES - APROBADA POR DECRETO ALCALDIA Nº 1.529/2014 - NUMERO DE FAC.: FE14321149062640 DE FECHA OPERACION: 12/08/2014 Y FECHA REG. INTERVENCIÓN: 30/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1531/2014,"723,13","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,25/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139346580 - C/ SAN FERNANDO 40 - FACTURACION MAYO / JUNIO - SERVICIOS GENERALES - APROBADA POR DECRETO ALCALDIA Nº 1.529/2014 - NUMERO DE FAC.: FE14321149062641 DE FECHA OPERACION: 12/08/2014 Y FECHA REG. INTERVENCIÓN: 30/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1531/2014,"656,43","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,25/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139300121 - C/ MALAGA 83 - FACTURACION MAYO / JUNIO - SERVICIOS GENERALES - APROBADA POR DECRETO ALCALDIA Nº 1.529/2014 - NUMERO DE FAC.: FE14321148996273 DE FECHA OPERACION: 12/08/2014 Y FECHA REG. INTERVENCIÓN: 30/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1531/2014,"917,85","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,25/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139312568 - C/ ANDALUCIA 1 - FACTURACION MAYO / JUNIO - SERVICIOS GENERALES - APROBADA POR DECRETO ALCALDIA Nº 1.529/2014 - NUMERO DE FAC.: FE14321149062638 DE FECHA OPERACION: 12/08/2014 Y FECHA REG. INTERVENCIÓN: 30/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1531/2014,"492,62","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,25/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139296612 - AVDA. ISLANDIA 1 - FACTURACION MAYO / JUNIO - SERVICIOS GENERALES - APROBADA POR DECRETO ALCALDIA Nº 1.529/2014 - NUMERO DE FAC.: FE14321148996281 DE FECHA OPERACION: 12/08/2014 Y FECHA REG. INTERVENCIÓN: 29/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1531/2014,"1.076,27","0,00",#NAME?
Seguridad  y Protección Civil. Energía eléctrica,160,22100,25/08/2014,A08431090,"GAS NATURAL SERVICIOS SDG, S.A.",CONTRATO 139545490 - C/ BENICARLO 28 BJ - FACTURACION MAYO / JUNIO - SERVICIOS GENERALES - APROBADA POR DECRETO ALCALDIA Nº 1.529/2014 - NUMERO DE FAC.: FE14321148996265 DE FECHA OPERACION: 12/08/2014 Y FECHA REG. INTERVENCIÓN: 30/07/2014 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 1531/2014,"384,51","0,00",#NAME?
