#Denominación,Programa,Económica,Fecha,NIF/CIF,Nombre Empresa,Descripción,Importe,Descuentos,j,k,l,m
,9202 .21303  ,,09/05/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: MARZO - MANTENIMIENTO ASCENSOR EDIF. PLAZA ESPAÑA - APROBADA POR DECRETO 1073/2017 - NUMERO DE FAC.: 2017/000001/001572 DE FECHA OPERACION: 20/04/2017 Y FECHA REG. INTERVENCIÓN: 06/04/2017,"23,46","0,00",,,,
,9202 .21303  ,,09/05/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: MARZO - MANTENIMIENTO ASCENSORES AYTO - APROBADA POR DECRETO 1073/2017 - NUMERO DE FAC.: 2017/000001/001573 DE FECHA OPERACION: 20/04/2017 Y FECHA REG. INTERVENCIÓN: 06/04/2017,"183,64","0,00",,,,
,9202 .21303  ,,09/06/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: ABRIL - MANTENIMIENTO ASCENSORES AYTO - APROBADA POR DECRETO 1616/2017 - NUMERO DE FAC.: 2017/000001/002337 DE FECHA OPERACION: 29/05/2017 Y FECHA REG. INTERVENCIÓN: 09/05/2017,"183,64","0,00",,,,
,9202 .21303  ,,09/06/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: ABRIL - MANTENIMIENTO ASCENSOR EDIF. PLAZA ESPAÑA - APROBADA POR DECRETO 1616/2017 - NUMERO DE FAC.: 2017/000001/002336 DE FECHA OPERACION: 29/05/2017 Y FECHA REG. INTERVENCIÓN: 09/05/2017,"23,46","0,00",,,,
,130  .21303  ,,07/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: MAYO MANTENIMIENTO  C/ ALAMO 7 - APROBADA POR DECRETO 1983/2017 - NUMERO DE FAC.: 2017/000001/002870 DE FECHA OPERACION: 03/07/2017 Y FECHA REG. INTERVENCIÓN: 09/06/2017,"76,01","0,00",,,,
,151  .21303  ,,07/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: MAYO MANTENIMIENTO  C/ EL POTRO 21 - APROBADA POR DECRETO 1983/2017 - NUMERO DE FAC.: 2017/000001/002876 DE FECHA OPERACION: 03/07/2017 Y FECHA REG. INTERVENCIÓN: 09/06/2017,"65,50","0,00",,,,
,231  .21303  ,,07/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: MAYO MANTENIMIENTO C/ NAVALCARNERO 16 - APROBADA POR DECRETO 1983/2017 - NUMERO DE FAC.: 2017/000001/002871 DE FECHA OPERACION: 03/07/2017 Y FECHA REG. INTERVENCIÓN: 09/06/2017,"23,46","0,00",,,,
,320  .21303  ,,07/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: MAYO MANTENIMIENTO  C/ CARTAGENA - APROBADA POR DECRETO 1983/2017 - NUMERO DE FAC.: 2017/000001/002873 DE FECHA OPERACION: 03/07/2017 Y FECHA REG. INTERVENCIÓN: 09/06/2017,"65,50","0,00",,,,
,320  .21303  ,,07/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.","EXPTE. 32/12: MAYO MANTENIMIENTO  C/ ANDALUCIA, 8 - APROBADA POR DECRETO 1983/2017 - NUMERO DE FAC.: 2017/000001/002874 DE FECHA OPERACION: 03/07/2017 Y FECHA REG. INTERVENCIÓN: 09/06/2017","75,47","0,00",,,,
,320  .21303  ,,07/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: MAYO MANTENIMIENTO C/ BARCELONA 19 - APROBADA POR DECRETO 1983/2017 - NUMERO DE FAC.: 2017/000001/002875 DE FECHA OPERACION: 03/07/2017 Y FECHA REG. INTERVENCIÓN: 09/06/2017,"65,50","0,00",,,,
,330  .21303  ,,07/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: MAYO MANTENIMIENTO MAYO 17 C/ MADRID 25 - APROBADA POR DECRETO 1983/2017 - NUMERO DE FAC.: 2017/000001/002868 DE FECHA OPERACION: 03/07/2017 Y FECHA REG. INTERVENCIÓN: 09/06/2017,"538,49","0,00",,,,
,3341 .21303  ,,07/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.","EXPTE. 32/12: MAYO MANTENIMIENTO C/ BATRES, 3 - APROBADA POR DECRETO 1983/2017 - NUMERO DE FAC.: 2017/000001/002869 DE FECHA OPERACION: 03/07/2017 Y FECHA REG. INTERVENCIÓN: 09/06/2017","65,50","0,00",,,,
,340  .21303  ,,07/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: MAYO MANTENIMIENTO C/ SANTANDER - APROBADA POR DECRETO 1983/2017 - NUMERO DE FAC.: 2017/000001/002877 DE FECHA OPERACION: 03/07/2017 Y FECHA REG. INTERVENCIÓN: 09/06/2017,"65,50","0,00",,,,
,9202 .21303  ,,07/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: MAYO - MANTENIMIENTO ASCENSOR EDIF. PLAZA ESPAÑA - APROBADA POR DECRETO 1983/2017 - NUMERO DE FAC.: 2017/000001/002866 DE FECHA OPERACION: 03/07/2017 Y FECHA REG. INTERVENCIÓN: 09/06/2017,"23,46","0,00",,,,
,9202 .21303  ,,07/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: MAYO - MANTENIMIENTO ASCENSOR PLAZA MAYOR - APROBADA POR DECRETO 1983/2017 - NUMERO DE FAC.: 2017/000001/002867 DE FECHA OPERACION: 03/07/2017 Y FECHA REG. INTERVENCIÓN: 09/06/2017,"183,64","0,00",,,,
,9201 .21301  ,,22/05/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE COMPRAS 232/2017 ARREGLO ASCENSOR AYTO - APROBADA POR DECRETO 1298/2017 - NUMERO DE FAC.: 2017/000002/000019 DE FECHA OPERACION: 08/05/2017 Y FECHA REG. INTERVENCIÓN: 24/04/2017,"4.249,36","0,00",,,,
,130  .21303  ,,25/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: JUNIO MANTENIMIENTO  C/ALAMO 7 - APROBADA POR DECRETO 2185/2017 - NUMERO DE FAC.: 2017/000001/003377 DE FECHA OPERACION: 19/07/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"76,01","0,00",,,,
,130  .21303  ,,25/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.","EXPTE. 32/12 - MAYO - MANTENIMIENTO APARATOS ELEVADORES C/SERRANILLOS, 6 - APROBADA POR DECRETO 2185/2017 - NUMERO DE FAC.: 2017/000001/003308 DE FECHA OPERACION: 19/07/2017 Y FECHA REG. INTERVENCIÓN: 23/06/2017","140,96","0,00",,,,
,130  .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE 32/12: JULIO - MANTENIMIENTO APARATOS ELEVADORES SEGURIDAD CIUDADANA - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004144 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017,"76,01","0,00",,,,
,151  .21303  ,,17/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12 (PRÓRROGA FORZOSA): JUNIO MANTENIMIENTO  C/EL POTRO 21  - APROBADO POR DECRETO Nº 2425/17 - NUMERO DE FAC.: 2017/000001/003383 DE FECHA OPERACION: 07/08/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"65,50","0,00",,,,
,151  .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.","EXPTE 32/12: JULIO - MANTENMIENTO APARATOS ELEVADORES C/POTRO, 21 - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004150 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017","65,50","0,00",,,,
,231  .21303  ,,25/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: JUNIO MANTENIMIENTO  C/NAVALCARNERO 16 - APROBADA POR DECRETO 2185/2017 - NUMERO DE FAC.: 2017/000001/003378 DE FECHA OPERACION: 19/07/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"23,46","0,00",,,,
,231  .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE 32/12: JULIO - MANTENMIENTO APARATOS ELEVADORES C/NAVALCARNERO - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004145 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017,"23,46","0,00",,,,
,320  .21303  ,,17/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12 (PRÓRROGA FORZOSA): JUNIO MANTENIMIENTO  C/SERRANILLOS  - APROBADO POR DECRETO Nº 2425/17 - NUMERO DE FAC.: 2017/000001/003379 DE FECHA OPERACION: 07/08/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"140,97","0,00",,,,
,320  .21303  ,,17/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12 (PRÓRROGA FORZOSA): JUNIO MANTENIMIENTO  C/ANDALUCIA 8  - APROBADO POR DECRETO Nº 2425/17 - NUMERO DE FAC.: 2017/000001/003381 DE FECHA OPERACION: 07/08/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"75,47","0,00",,,,
,320  .21303  ,,17/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12 (PRÓRROGA FORZOSA): JUNIO MANTENIMIENTO  C/BARCELONA 19  - APROBADO POR DECRETO Nº 2425/17 - NUMERO DE FAC.: 2017/000001/003382 DE FECHA OPERACION: 07/08/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"65,50","0,00",,,,
,320  .21303  ,,17/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12 (PRÓRROGA FORZOSA): JUNIO MANTENIMIENTO C/ CARTAGENA 9  - APROBADO POR DECRETO Nº 2425/17 - NUMERO DE FAC.: 2017/000001/003380 DE FECHA OPERACION: 07/08/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"65,50","0,00",,,,
,320  .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.","EXPTE 32/12: JULIO - MANTENMIENTO APARATOS ELEVADORES c/CARTAGENA, 9 - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004147 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017","65,50","0,00",,,,
,320  .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.","EXPTE 32/12: JULIO - MANTENMIENTO APARATOS ELEVADORES C/BARCELONA, 19 - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004149 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017","65,50","0,00",,,,
,320  .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.","EXPTE 32/12: JULIO - MANTENMIENTO APARATOS ELEVADORES C/ANDALUCIA, 8 - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004148 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017","75,47","0,00",,,,
,320  .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.","EXPTE 32/12: JULIO - MANTENMIENTO APARATOS ELEVADORES c/SERRANILLOS, 6 - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004146 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017","140,97","0,00",,,,
,330  .21303  ,,25/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: JUNIO MANTENIMIENTO  C/MADRID 25 - APROBADA POR DECRETO 2185/2017 - NUMERO DE FAC.: 2017/000001/003375 DE FECHA OPERACION: 19/07/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"538,49","0,00",,,,
,330  .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.","EXPTE 32/12: JULIO - MANTENIO APARATOS ELEVADORES AUDITORIO C/ MADRID, 25 - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004142 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017","538,49","0,00",,,,
,3341 .21303  ,,25/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: JUNIO MANTENIMIENTO  C/BATRES 3 - APROBADA POR DECRETO 2185/2017 - NUMERO DE FAC.: 2017/000001/003376 DE FECHA OPERACION: 19/07/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"65,50","0,00",,,,
,3341 .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.","EXPTE 32/12: JULIO - MANTENIO APARATOS ELEVADORES CENTRO CIVICO C/BATRES, 3 - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004143 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017","65,50","0,00",,,,
,340  .21303  ,,17/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12 (PRÓRROGA FORZOSA): JUNIO MANTENIMIENTO  C/ SANTANDER  - APROBADO POR DECRETO Nº 2425/17 - NUMERO DE FAC.: 2017/000001/003384 DE FECHA OPERACION: 07/08/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"65,50","0,00",,,,
,340  .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.","EXPTE 32/12: JULIO - MANTENMIENTO APARATOS ELEVADORES C/ SANTANDER, 110-112 - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004151 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017","65,50","0,00",,,,
,9202 .21303  ,,25/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: JUNIO MANTENIMIENTO  PZA ESPAÑA 1 - APROBADA POR DECRETO 2185/2017 - NUMERO DE FAC.: 2017/000001/003373 DE FECHA OPERACION: 19/07/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"23,46","0,00",,,,
,9202 .21303  ,,25/07/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE. 32/12: JUNIO MANTENIMIENTO  PZ MAYOR 1 - APROBADA POR DECRETO 2185/2017 - NUMERO DE FAC.: 2017/000001/003374 DE FECHA OPERACION: 19/07/2017 Y FECHA REG. INTERVENCIÓN: 06/07/2017,"183,64","0,00",,,,
,9202 .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE 32/12: JULIO - MANTENIO APARATOS ELEVADORES AYUNTAMIENTO - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004141 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017,"183,64","0,00",,,,
,9202 .21303  ,,29/08/2017,B91410456,"MAC PUAR ASCENSORES.,S.L.",EXPTE 32/12: JULIO - MANTENIO APARATOS ELEVADORES PLAZA ESPAÑA - APROBADA POR DECRETO Nº 2.520/2017 - NUMERO DE FAC.: 2017/000001/004140 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 08/08/2017,"23,46","0,00",,,,
,9201 .22605  ,,28/08/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,INDEMNIZACION SINIESTRO RRC/02-15 - APROBADO POR DECRETO 2505/2017,"290,40","0,00",,,,
,130  .22699  ,,22/03/2017,B82984501,"MADRISUR SUMINISTROS INDUSTRIALES, S.L.",EXPTE COMPRA 74/17. FELPUDO KOKO - APROBADA POR DECRETO 348/2017 - NUMERO DE FAC.: 0.080816 DE FECHA OPERACION: 15/02/2017 Y FECHA REG. INTERVENCIÓN: 01/02/2017,"117,98","0,00",,,,
,9201 .22128  ,,30/05/2017,B82984501,"MADRISUR SUMINISTROS INDUSTRIALES, S.L.",EXPTE DE COMPRAS 226/2017 .SUMINISTRO MATERIAL - APROBADA POR DECRETO 1480/2017 - NUMERO DE FAC.: 0.082340 DE FECHA OPERACION: 18/05/2017 Y FECHA REG. INTERVENCIÓN: 27/04/2017,"384,54","0,00",,,,
,926  .22602  ,,17/05/2017,B84156140,"MAGNIFICO MADRID FILMS, S.L.",PUBLICACIONES AL CABO DE LA CALLE - INFORME DESFAVORABEL INTERVENCION 144  - REC 04/2017 - APROBADA EN PLENO 27/04/17 - NUMERO DE FAC.: P-2016-115 DE FECHA OPERACION: 27/04/2017 Y FECHA REG. INTERVENCIÓN: 10/03/2017,"9.499,00","0,00",,,,
,1623 .22502  ,,03/03/2017,P2800089A,MANCOMUNIDAD DE MUNICIPIOS DEL SUR,TASA RSU AYUNTAMIENTOS ENERO 2017 - APROBADO Dº 398/2017 - NUMERO DE FAC.: 2017/001/42 DE FECHA OPERACION: 17/02/2017 Y FECHA REG. INTERVENCIÓN: 17/02/2017,"10.475,50","0,00",,,,
,1623 .22502  ,,03/03/2017,P2800089A,MANCOMUNIDAD DE MUNICIPIOS DEL SUR,TASA RSU MUNICIPIOS DICIEMBRE 2016 - INFORME DE INTERVENCION 71/2017 - APROBADA POR JGL 22/02/17 - NUMERO DE FAC.: 2017/001/3 DE FECHA OPERACION: 22/02/2017 Y FECHA REG. INTERVENCIÓN: 19/01/2017 Y DECRETO DE PAGO 430/2017,"10.489,50","0,00",,,,
,1623 .22502  ,,05/04/2017,P2800089A,MANCOMUNIDAD DE MUNICIPIOS DEL SUR,CUOTA COMPLEMENTARIA MUNICIPIOS 2016 - APROBADO POR Dº 642/2017 - NUMERO DE FAC.: 2017/200/141 DE FECHA OPERACION: 10/03/2017 Y FECHA REG. INTERVENCIÓN: 10/03/2017,"5.369,20","0,00",,,,
,1623 .22502  ,,09/05/2017,P2800089A,MANCOMUNIDAD DE MUNICIPIOS DEL SUR,TASA RSU 2017 FEBRERO - APROBADA POR DECRETO 1128/2017 - NUMERO DE FAC.: 2017/001/235 DE FECHA OPERACION: 25/04/2017 Y FECHA REG. INTERVENCIÓN: 07/04/2017,"8.986,50","0,00",,,,
,1623 .22502  ,,29/06/2017,P2800089A,MANCOMUNIDAD DE MUNICIPIOS DEL SUR,TASA RSU MARZO 2017  - APROBADA POR DECRETO 1729/2017 - NUMERO DE FAC.: 2017/001/281 DE FECHA OPERACION: 06/06/2017 Y FECHA REG. INTERVENCIÓN: 23/05/2017,"10.521,75","0,00",,,,
,1623 .22502  ,,20/07/2017,P2800089A,MANCOMUNIDAD DE MUNICIPIOS DEL SUR,TASA DE R.S.. MUNICIPIOS ADHERIDOS-MANCOMUNADOS ABRIL 2017 - APROBADO Dº 2139/2017 - NUMERO DE FAC.: 2017/001/412 DE FECHA OPERACION: 14/07/2017 Y FECHA REG. INTERVENCIÓN: 29/06/2017,"10.484,25","0,00",,,,
,1623 .22502  ,,29/08/2017,P2800089A,MANCOMUNIDAD DE MUNICIPIOS DEL SUR,TASA RSU MUNICIPIOS- MES DE JUNIO DE 2017 - APROBADA POR DECRETO 2515/2017 - NUMERO DE FAC.: 2017/001/551 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 10/08/2017,"11.400,00","0,00",,,,
,1623 .22502  ,,29/08/2017,P2800089A,MANCOMUNIDAD DE MUNICIPIOS DEL SUR,TASAS RSU MUNICIPIOS MAYO 2017 - APROBADA POR DECRETO 2515/2017 - NUMERO DE FAC.: 2017/001/450 DE FECHA OPERACION: 22/08/2017 Y FECHA REG. INTERVENCIÓN: 28/07/2017,"11.539,75","0,00",,,,
,340  .21501  ,,17/08/2017,B84183748,"MANTENIMIENTOS LA PRESA.,S.L.",EXPT COMPRAS 521/17. ARREGLO DE CANASTA BALONCESTO. CONCEJALÍA DEPORTES.  - APROBADO POR DECRETO Nº 2425/17 - NUMERO DE FAC.: 000066 DE FECHA OPERACION: 07/08/2017 Y FECHA REG. INTERVENCIÓN: 27/07/2017,"1.603,25","0,00",,,,
,231  .22759  ,,20/07/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AYUDAS SERVICIOS SOCIALES. DECRETO DE CONCESION 1924/2017. DECRETO DE APROBACION 2119/2017,"200,00","0,00",,,,
,9203 .21304  ,,01/03/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE COMPRA 2/17 ANTIDESLIZANTE - APROBADA POR DECRETO 348/2017 - NUMERO DE FAC.: 1700072 DE FECHA OPERACION: 15/02/2017 Y FECHA REG. INTERVENCIÓN: 03/02/2017,"46,72","0,00",,,,
,9202 .22000  ,,05/04/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE COMPRAS 50/17 ESCALERA ALUMINIO - APROABADO Dº 642/2017 - NUMERO DE FAC.: 1700158 DE FECHA OPERACION: 10/03/2017 Y FECHA REG. INTERVENCIÓN: 06/03/2017,"30,70","0,00",,,,
,9201 .22128  ,,07/04/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE COMPRAS 73/2017. MATERIAL DE FERRETERIA - APROBADA POR DECRETO 816/2017 - NUMERO DE FAC.: 1700157 DE FECHA OPERACION: 27/03/2017 Y FECHA REG. INTERVENCIÓN: 13/03/2017,"1.050,09","0,00",,,,
,9201 .22128  ,,09/05/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE COMPRAS 110/2017 SUMINISTRO MATERIAL - APROBADA POR DECRETO 1128/2017 - NUMERO DE FAC.: 1700264 DE FECHA OPERACION: 25/04/2017 Y FECHA REG. INTERVENCIÓN: 12/04/2017,"985,39","0,00",,,,
,9201 .22199  ,,13/07/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE COMPRAS 152/17 ESTUFA. APROBADO Dº 1970/17 - NUMERO DE FAC.: 1700324 DE FECHA OPERACION: 05/07/2017 Y FECHA REG. INTERVENCIÓN: 01/06/2017,"111,90","0,00",,,,
,9202 .22000  ,,21/04/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE COMPRAS 237/2017 CAJA CAUDALES - APROBADA POR DECRETO 946/2017 - NUMERO DE FAC.: 1700204 DE FECHA OPERACION: 06/04/2017 Y FECHA REG. INTERVENCIÓN: 29/03/2017,"11,96","0,00",,,,
,9202 .22000  ,,21/04/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,EXPTE COMPRAS 236/2017 MATERIAL DE FERRETERIA - APROBADA POR DECRETO 946/2017 - NUMERO DE FAC.: 1700203 DE FECHA OPERACION: 06/04/2017 Y FECHA REG. INTERVENCIÓN: 29/03/2017,"63,90","0,00",,,,
,231  .22759  ,,22/03/2017,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,Este concepto recoge las personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos,AYUDAS SERVICIOS SOCIALES - DECRETO DE CONCESION 374/2017 - DECRETO DE APROBACION 567/2017,"150,00","0,00",,,,
,340  .22400  ,,07/04/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0781780026563 - POLIDEPORTIVO LA DEHESA - VIGENCIA DEL 01/01/17 AL 01/04/17 - APROABADO Dº 700/2017 - NUMERO DE FAC.: 765019616 DE FECHA OPERACION: 16/03/2017 Y FECHA REG. INTERVENCIÓN: 16/03/2017,"2.548,07","0,00",,,,
,130  .22401  ,,22/03/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0004103000909 - CITROEN BERLINGO 1.9 D 600 FURGON - MATRICULA 7177DWG - VIGENCIA DEL 20-12-16 AL 20-12-17. INFORME DESFAVORABLE INTERVENCION 21/2017 - APROBADO Dº ALCALDIA 127/2017 - NUMERO DE FAC.: 750853586 DE FECHA OPERACION: 23/01/2017 Y FECHA REG. INTERVENCIÓN: 30/01/2017,"405,01","0,00",,,,
,130  .22401  ,,22/03/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0004103001253 - NISSAN NAVARA 2.5 DCI SE DCB 4X4 MATRICULA 3624 JKR - VIGENCIA DEL 17-12-16 AL 17-12-17 - INFORME DESFAVORABLE INTERVENCION 21/2017 - APROBADO Dº ALCALDIA 127/2017 - NUMERO DE FAC.: 750859966 DE FECHA OPERACION: 23/01/2017 Y FECHA REG. INTERVENCIÓN: 20/01/2017,"3.419,46","0,00",,,,
,130  .22401  ,,22/03/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0002011551956 CITROEN JUMPER AMBULANCIA MATRICULA M 008097YV - VIGENCIA DEL 25-2-17 AL 25-2-18 - INFORME FAVORABLE DE INTERVENCION 110/2017 - APROBADO Dº 516/2017 - NUMERO DE FAC.: 764434132 DE FECHA OPERACION: 02/03/2017 Y FECHA REG. INTERVENCIÓN: 02/03/2017,"1.559,53","0,00",,,,
,320  .22400  ,,07/04/2017,A28141935,"MAPFRE ESPAÑA COMPAÑIA DE SEGUROS Y REASEGUROS, S.A.",POLIZA 0781780027231 - CEIP LAS CASTAÑERAS - VIGENCIA DEL 01/01/2017 AL 01/04/2017 .APROBADO Dº 700/2017 - NUMERO DE FAC.: 765162243 DE FECHA OPERACION: 16/03/2017 Y FECHA REG. INTERVENCIÓN: 16/03/2017,"2.137,76","0,00",,,,
