#Org.,Prog.,Econ.,Denominación,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
,9201,22401,Servicios Generales.Primas de seguros de vehículos,,,9201,2,15000,0,15000,15256.9
,9201,22602,Servicios Generales Publicidad y propaganda,,,9201,2,8000,0,8000,0
,9201,22605,Servicios Generales.Indemnizaciones a particulares,,,9201,2,4000,0,4000,2103.41
,9201,22699,Servicios Generales.Otros gastos diversos,,,9201,2,15000,0,15000,0
,9201,22715,Servicios Generales.Limpieza en edificios,,,9201,2,32485.6,985.07,33470.67,6744.21
,9201,22719,Servicios Generales Mantenimiento y conservación de fuentes,,,9201,2,95789.28,7982.44,103771.72,64181.5
,9201,22721,Servicios Generales.Mantenimiento y reparación de edificios y pavimentos de las vías públicas,,,9201,2,104139.9,49468.11,153608.01,115639.45
,9201,22725,Servicios Generales Desinfección desratización y palomas,,,9201,2,20000,0,20000,8469.99
,9201,22740,Servicios Generales.Mantenimiento aire acondicionado,,,9201,2,36301.21,3025.1,39326.31,24200.8
,9201,23101,Servicios Generales.Locomoción del personal,,,9201,2,0,0,0,27.2
,9201,60912,Servicios Generales.LUMINARIAS,,,9201,60912,0,5909.34,5909.34,0
,9201,61115,Servicios Generales.Reparaciones de fuentes municipales,,,9201,61115,0,393.77,393.77,393.25
,9201,62309,Servicios Generales.Móviles corporación,,,9201,62309,0,726,726,726
,9201,62317,Servicios Generales.Herramientas varias para S.G.,,,9201,62317,0,907.5,907.5,907.5
,9201,62328,Servicios Generales.Plataforma elevadora,,,9201,62328,0,15000,15000,0
,9201,62402,Servicios Generales.Remolques traslado material,,,9201,62402,0,5570.84,5570.84,5570.84
,9201,62501,Servicios Generales.Mobiliario urbano,,,9201,62501,0,39083.07,39083.07,5532.74
,9201,63202,Servicios Generales.Reforma del edificio Antigüo Ayuntamiento,,,9201,63202,0,63000,63000,554.85
,9201,63210,Servicios Generales.ARREGLO VALLA CENTRO DE PROTECCIÓN ANIMAL,,,9201,63210,0,4000,4000,0
,9201,63318,Servicios Generales.REPARACIÓN ASCENSOR EDIFICIO AYUNTAMIENTO,,,9201,63318,0,5000,5000,0
,9201,63503,Servicios Generales.VALLAS,,,9201,63503,0,10000,10000,7623
,9202,12000,Administración General. Sueldos del Grupo A1,,,9202,1,68228.76,0,68228.76,52782.94
,9202,12001,Administración General Sueldos del Grupo A2,,,9202,1,13559.98,0,13559.98,6517.8
,9202,12003,Administración General. Sueldos del Grupo C1,,,9202,1,39081.69,0,39081.69,20550.16
,9202,12004,Administración General. Sueldos del Grupo C2,,,9202,1,101680.8,0,101680.8,23622.78
,9202,12006,Administración General. Trienios,,,9202,1,27115.92,0,27115.92,13619.62
,9202,12100,Administración General. Complemento de destino,,,9202,1,141845.42,0,141845.42,56409.44
,9202,12101,Administración General. Complemento específico,,,9202,1,296198.29,0,296198.29,114900.72
,9202,13000,Administración General. Retribuciones básicas,,,9202,1,32457.54,0,32457.54,11986.67
,9202,13002,Administración General. Otras remuneraciones,,,9202,1,45687.47,0,45687.47,16348.57
,9202,13006,Administración General. Trienios,,,9202,1,3257.37,0,3257.37,1205.48
,9202,13100,Administración General. Salario Base,,,9202,1,23266.11,0,23266.11,14917.3
,9202,13102,Administración General. Otras Remuneraciones,,,9202,1,28366.68,0,28366.68,20043.75
,9202,13106,Administración General. Trienios,,,9202,1,2000.13,0,2000.13,1231
,9202,15100,Administración General. Gratificaciones,,,9202,15100,20000,0,20000,8946.24
,9202,15101,Administración General. Gratificaciones Juzgado,,,9202,1,0,0,0,1800
,9202,20202,Administración General. Alquiler garaje Área Centralidad,,,9202,2,56461.99,4635.63,61097.62,37604.23
,9202,20300,"Administrción General.Arrendamiento de maquinaria, instalacciones y utillaje",,,9202,2,0,605,605,1815
,9202,20303,Administración General Arrendamiento maquinas vending Ayto.,,,9202,2,3630,0,3630,0
,9202,20601,Administración General. Alquiler equipos para procesos información fotocopiadoras,,,9202,2,48749.28,379.94,49129.22,34237.52
,9202,21301,"Administración General. Mantenimiento, maquinaria, instalacciones y utillaje",,,9202,2,1500,0,1500,2502.15
,9202,21303,Administración General. Mantenimiento aparatos elevadores,,,9202,2,2657.89,234.21,2892.1,1643.34
,9202,21600,Administración General. Mantenimiento equipos para procesos de información,,,9202,2,5000,0,5000,11777.94
,9202,22000,Administración General. Ordinario no inventariable,,,9202,2,45000,-1476.2,43523.8,25947.76
,9202,22001,"Administrción General. Prensa, revistas, libros y otras publicaciones",,,9202,2,20000,0,20000,15972.39
,9202,22002,"Administración General Material, informático no inventariable",,,9202,2,2000,0,2000,1725.99
,9202,22201,Administración General. Postales,,,9202,2,90000,-1668.02,88331.98,35079.46
,9202,22400,Administración General. Primas de seguros,,,9202,2,87000,0,87000,13494.37
,9202,22403,Administrción General.PRIMAS SEGURO ACCIDENTES,,,9202,2,0,0,0,0
,9202,22407,Administrción General.PRIMAS RESPONSABILIDAD CIVIL ALTOS CARGOS Y FUNCIONARIOS,,,9202,2,0,0,0,0
,9202,22600,Administración General. Gastos diversos,,,9202,2,4000,0,4000,708.82
,9202,22603,Administración General. Publicación en Diarios Oficiales,,,9202,2,70000,0,70000,36453.58
,9202,22604,"Administración General. Jurídicos, contenciosos",,,9202,2,6000,0,6000,10924.49
,9202,22666,Administrción General.Anotaciones en Registro Propiedad,,,9202,2,0,0,0,3620.12
,9202,22699,Administración General. Otros gastos diversos,,,9202,2,10000,0,10000,550.21
,9202,22706,Administración General. Estudios y trabajos técnicos,,,9202,2,55000,12705,67705,10859.75
,9202,22714,Administración General. Servicio de ordenanzas,,,9202,2,536300,49768.57,586068.57,373905.86
,9202,22715,Administración General. Limpieza en edificios,,,9202,2,91347.26,6981.2,98328.46,36616.53
,9202,22716,Administración General.Servicio de mensajería,,,9202,2,0,0,0,1665.97
,9202,23101,Administrción General.Locomoción del personal,,,9202,2,0,0,0,418.79
,9202,44900,Administración General. Subvención a la explotación Emuvisa,,,9202,44900,480000,0,480000,320000
,9202,62309,Administrción General.Móviles corporación,,,9202,62309,0,736.89,736.89,736.89
,9202,62605,Administrción General.Adquisición de  Equipos Informaticos,,,9202,62605,0,1476.2,1476.2,1476.2
,9202,62618,Administrción General.APLICACIÓN PARA LA GESTIÓN DE INGRESOS VÍA WEB,,,9202,62618,0,5000,5000,0
,9202,62619,Administrción General.SISTEMA DE GESTIÓN DE ESPERA,,,9202,62619,0,4295.57,4295.57,0
,9202,63320,"Administrción General.MONITORES DE 28""",,,9202,63320,0,1668.02,1668.02,1660.05
,9202,63505,Administrción General.DESTRUCTORA DE PAPEL,,,9202,63505,0,444.68,444.68,444.68
,9202,78000,Administrción General.Subvención para construir nueva iglesia,,,9202,78000,0,180000,180000,180000
,9202,83000,Administración General. Pagas anticipadas y demás préstamos al personal,,,9202,8,18000,0,18000,11348.87
,9203,12001,Prevencion de Riesgos Laborales Sueldos del Grupo A2,,,9203,1,13559.98,0,13559.98,6517.8
,9203,12003,Prevencion de Riesgos Laborales Sueldos del Grupo C1,,,9203,1,1707.69,0,1707.69,0
,9203,12004,Prevencion de Riesgos Laborales Sueldos del Grupo C2,,,9203,1,8473.4,0,8473.4,4231.23
,9203,12006,Prevencion de Riesgos Laborales Trienios,,,9203,1,3009.14,0,3009.14,1450.88
,9203,12100,Prevencion de Riesgos Laborales Complemento de destino,,,9203,1,16090.05,0,16090.05,7410.34
,9203,12101,Prevencion de Riesgos Laborales Complemento específico,,,9203,1,30520.76,0,30520.76,14005.04
,9203,13000,Prevencion de Riesgos Laborales Retribuciones básicas,,,9203,1,10181.08,0,10181.08,4991.91
,9203,13002,Prevencion de Riesgos Laborales Otras remuneraciones,,,9203,1,16783.05,0,16783.05,8391.53
,9203,13006,Prevencion de Riesgos Laborales Trienios,,,9203,1,1741.19,0,1741.19,856.15
,9203,20401,Prevencion de Riesgos Laborales.RENTING AMBULANCIA MUNICIPAL,,,9203,2,0,20000,20000,0
,9203,21102,Prevencion de Riesgos Laborales Otras reparaciones y mantenimientos,,,9203,2,15000,0,15000,767.39
,9203,21304,Prevencion de Riesgos Laborales Mantenimiento equipos de extinción,,,9203,2,53592,0,53592,14494.8
,9203,21308,Prevencion de Riesgos Laborales Mantenimiento instalacciones de gas,,,9203,2,6671.72,0,6671.72,2917.25
,9203,21309,Prevencion de Riesgos Laborales Mantenimiento Protecciones Colectivas,,,9203,2,6049.23,0,6049.23,666.71
,9203,21312,Prevencion de Riesgos Laborales Mantenimiento desfibriladores,,,9203,2,2200,0,2200,0
,9203,21313,Prevencion de Riesgos Laborales Señalización,,,9203,2,2000,0,2000,0
,9203,22002,"Prevencion de Riesgos Laborales.Material, informático no inventariable",,,9203,2,0,0,0,323.07
,9203,22115,Prevencion de Riesgos Laborales Equipos de protección individual,,,9203,2,500,0,500,379.15
,9203,22119,Prevencion de Riesgos Laborales.Suministro radiadores PRL,,,9203,2,0,0,0,118
,9203,22134,Prevencion de Riesgos Laborales Suministro repuestos maquinaria y utillaje,,,9203,2,15000,-5460.6,9539.4,0
,9203,22706,Prevencion de Riesgos Laborales Estudios y trabajos técnicos,,,9203,2,6000,0,6000,979.13
,9203,62212,Prevencion de Riesgos Laborales.Acondicionamiento dependencias para el SUMA,,,9203,62212,0,35000,35000,25608.11
,9203,62324,Prevencion de Riesgos Laborales Desfibriladores,,,9203,62324,12000,20000,32000,0
,9203,62508,"Prevencion de Riesgos Laborales.Mobilliario, Enseres y Equipamiento",,,9203,62508,0,3460.6,3460.6,3279.1
,9203,62900,Prevencion de Riesgos Laborales.Planes de autoprotección y proy.,,,9203,62900,0,5000,5000,0
,9203,63319,Prevencion de Riesgos Laborales.LINEA DE VIDA JARDINERÍA LA DEHESA,,,9203,63319,0,15000,15000,0
,9203,63601,Prevencion de Riesgos Laborales.Ploter,,,9203,63601,0,2000,2000,1320.62
,9231,12003,Gestión del Padrón Municipal de Habitantes Sueldos del Grupo C1,,,9231,1,1707.69,0,1707.69,7941.41
,9231,12004,Gestión del Padrón Municipal de Habitantes Sueldos del Grupo C2,,,9231,1,25420.2,0,25420.2,9062.19
,9231,12006,Gestión del Padrón Municipal de Habitantes Trienios,,,9231,1,2386.56,0,2386.56,829.98
,9231,12100,Gestión del Padrón Municipal de Habitantes Complemento de destino,,,9231,1,14208.01,0,14208.01,7412.23
,9231,12101,Gestión del Padrón Municipal de Habitantes Complemento específico,,,9231,1,28544.69,0,28544.69,16197.35
,9231,15100,Gestión del Padrón Municipal de Habitantes Gratificaciones,,,9231,15100,3000,0,3000,0
,924,22766,Participación ciudadana. Escuela de Participación ciudadana,,,924,2,11000,0,11000,0
,924,48100,Participación ciudadana. Premios,,,924,48100,9000,0,9000,0
,925,12003,Atención a los ciudadanos. Sueldos del Grupo C1,,,925,1,10181.08,0,10181.08,4991.91
,925,12004,Atención a los ciudadanos. Sueldos del Grupo C2,,,925,1,16946.8,0,16946.8,8462.46
,925,12006,Atención a los ciudadanos. Trienios,,,925,1,3513.43,0,3513.43,1867.27
,925,12100,Atención a los ciudadanos. Complemento de destino,,,925,1,14208.01,0,14208.01,7920.19
,925,12101,Atención a los ciudadanos. Complemento específico,,,925,1,28544.7,0,28544.7,14272.37
,926,11000,Comunicaciones internas. Retribuciones básicas,,,926,1,0,30300.06,30300.06,14807.59
,926,12001,Comunicaciones internas. Sueldos del Grupo A2,,,926,1,13559.98,0,13559.98,6517.8
,926,12004,Comunicaciones internas. Sueldos del Grupo C2,,,926,1,16946.8,0,16946.8,4231.23
,926,12006,Comunicaciones internas. Trienios,,,926,1,253.12,0,253.12,180.46
,926,12100,Comunicaciones internas. Complemento de destino,,,926,1,18498.23,0,18498.23,7092.82
,926,12101,Comunicaciones internas. Complemento específico,,,926,1,30832.13,0,30832.13,11077.08
,926,13100,Comunicaciones internas. Salario Base,,,926,1,24155.37,0,24155.37,4231.23
,926,13102,Comunicaciones internas. Otras Remuneraciones,,,926,1,40861.15,0,40861.15,7327.32
,926,13106,Comunicaciones internas. Trienios,,,926,1,1066.72,0,1066.72,505.56
,926,20605,Comunicaciones internas. Servicio cloud,,,926,2,70000,-18031.35,51968.65,3329.76
,926,20606,Comunicaciones internas..Hosting alojamiento ventanilla única,,,926,2,0,0,0,7608.63
,926,20610,Comunicaciones internas. Cuota Línea 010,,,926,2,500,0,500,0
,926,20611,Comunicaciones internas. Servicio fibra óptica,,,926,2,60000,-5888.34,54111.66,9556.56
,926,21311,Comunicaciones internas. Acondicionamiento RITI,,,926,2,10000,-10000,0,0
,926,21600,Comunicaciones internas. Mantenimiento equipos para procesos de información,,,926,2,100000,0,100000,53777.84
,926,21607,Comunicaciones internas. Mantenimiento Software,,,926,2,74500,0,74500,10635.3
,926,22001,"Comunicaciones internas. Prensa, revistas, libros y otras publicaciones",,,926,2,5500,-5500,0,0
,926,22002,"Comunicaciones internas. Material, informático no inventariable",,,926,2,15000,-10662.45,4337.55,139.16
,926,22203,Comunicaciones internas.Informáticas ADSL,,,926,2,12000,1778.7,13778.7,8972.09
,926,22206,Comunicaciones internas.Teléfonos fijos,,,926,2,95000,0,95000,57496.32
,926,22207,Comunicaciones internas. Teléfonos  móviles,,,926,2,45000,0,45000,26806.64
,926,22299,Comunicaciones internas. Otros gastos en comunicaciones,,,926,2,17500,0,17500,32304.29
,926,22601,Comunicaciones internas. Atenciones protocolarias y representativas,,,926,2,10000,-10000,0,0
,926,22602,Comunicaciones internas. Publicidad y propaganda,,,926,2,120000,-19000,101000,69361.15
,926,22764,Comunicaciones internas..Diseño de Imagen y Asesoría de Medios,,,926,2,0,0,0,10775.05
,926,62326,Comunicaciones internas..Compra cámara y micrófono ambiente Pleno,,,926,62326,0,2662.45,2662.45,0
,926,62606,Comunicaciones internas. Adquisicion Software,,,926,62606,0,181786.13,181786.13,74962.95
,926,62612,Comunicaciones internas..SOFTWARE TRANSPARENCIA,,,926,62612,0,21500,21500,0
,926,62613,Comunicaciones internas..SOFTWARE GIT FASE I,,,926,62613,0,12000,12000,0
,926,62614,Comunicaciones internas..SOFTWARE 9 LICENCIAS,,,926,62614,0,10000,10000,0
,926,62615,Comunicaciones internas..COMPRA DE SERVIDORES,,,926,62615,0,120888.34,120888.34,0
,926,62616,Comunicaciones internas..HARDWARE ORDENADORES,,,926,62616,0,41332.05,41332.05,27124.17
,926,62617,Comunicaciones internas..PROGRAMA PARA INVENTARIO CORPORACIÓN,,,926,62617,0,21780,21780,8663.6
,931,12000,Política económica y fiscal. Sueldos del Grupo A1,,,931,1,15681.97,0,15681.97,6291.96
,931,12003,Política económica y fiscal. Sueldos del Grupo C1,,,931,1,33958.62,0,33958.62,10612.35
,931,12004,Política económica y fiscal. Sueldos del Grupo C2,,,931,1,33893.6,0,33893.6,16013.37
,931,12006,Política económica y fiscal. Trienios,,,931,1,12729.95,0,12729.95,4281.03
,931,12100,Política económica y fiscal. Complemento de destino,,,931,1,50235.46,0,50235.46,19812.5
,931,12101,Política económica y fiscal. Complemento específico,,,931,1,110838.92,0,110838.92,51475.44
,931,22699,Política económica y fiscal..Otros gastos diversos,,,931,2,5000,0,5000,3473.34
,931,35200,Política económica y fiscal. Intereses de demora,,,931,3,7000,0,7000,17831.78
,931,35900,Política económica y fiscal. Otros gastos financieros,,,931,3,50000,1388.64,51388.64,5122.58
,931,35901,Política económica y fiscal..Gastos financieros TPV,,,931,3,10000,0,10000,137.81
,932,12000,Gestión del sistema tributario. Sueldos del Grupo A1,,,932,1,15681.97,0,15681.97,7412.11
,932,12003,Gestión del sistema tributario. Sueldos del Grupo C1,,,932,1,40724.32,0,40724.32,19542.87
,932,12004,Gestión del sistema tributario. Sueldos del Grupo C2,,,932,1,84734,0,84734,44240.58
,932,12006,Gestión del sistema tributario. Trienios,,,932,1,15838.98,0,15838.98,7573.59
,932,12100,Gestión del sistema tributario. Complemento de destino,,,932,1,77227.86,0,77227.86,38584.21
,932,12101,Gestión del sistema tributario. Complemento específico,,,932,1,169858.34,0,169858.34,76498.56
,932,15100,Gestión del sistema tributario. Gratificaciones,,,932,15100,10000,0,10000,0
,934,12000,Gestión de la deuda y de la tesorería. Sueldos del Grupo A1,,,934,1,15681.97,0,15681.97,6870.1
,934,12003,Gestión de la deuda y de la tesorería. Sueldos del Grupo C1,,,934,1,1707.69,0,1707.69,0
,934,12004,Gestión de la deuda y de la tesorería. Sueldos del Grupo C2,,,934,1,25420.2,0,25420.2,12391.07
,934,12006,Gestión de la deuda y de la tesorería. Trienios,,,934,1,6715.13,0,6715.13,2493.35
,934,12100,Gestión de la deuda y de la tesorería. Complemento de destino,,,934,1,28858.05,0,28858.05,13133.01
,934,12101,Gestión de la deuda y de la tesorería. Complemento específico,,,934,1,59485.84,0,59485.84,33182.92
