#Denominación,Prog.,Econ.,Fecha,NIF,Nombre empresa,Descripción,Importe,Descuentos,
Comunicaciones Teléfonos  móviles,926,22207,30/01/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,ASISTENCIA A ORGANOS COLEGIADOS MES DE ENERO SEGUN DECRETO 141/2013,"30,00","144,90",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,27/02/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,ASISTENCIA A ORGANOS COLEGIADOS - FEBRERO  - DECRETO 388/2013,"30,00","63,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,27/03/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,ASISTENCIA A ORGANOS COLEGIADOS - MARZO 2013 -  SEGUN DECRETO 649/2013,"30,00","0,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,30/04/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,ASISTENCIA A ORGANOS COLEGIADOS ABRIL 2013,"30,00","100,80",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,01/07/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,ASISTENCIA A ORGANOS COLEGIADOS JUNIO 2013,"30,00","126,00",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,27/05/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,ASISTENCIA A ORGANOS COLEGIADOS MAYO 2013,"30,00","138,60",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,31/07/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,ASISTENCIA A ORGANOS COLEGIADOS JULIO SEGUN Dº 1575/2013,"30,00","100,80",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,27/08/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,ASISTENCIA A ORGANOS COLEGIADOS AGOSTO SEGUN DECRETO 1705/2013,"30,00","100,80",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,10/10/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,"RETRIBUCIONES POR ASISTENCIA A ORGANOS COLEGIADOS DEL 16 DE AGOSTO AL 15 DE SEPTIEMBRE 2013, Y TELEFONO","30,00","81,90",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,08/11/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,ASISTENCIA A ORGANOS COLEGIADOS OCTUBRE SEGUN Dº 2114/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2165/2013,"30,00","81,90",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,29/11/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,ASISTENCIA A ORGANOS COLEGIADOS NOVIEMBRE SEGUN Dº 2312/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2346/2013,"30,00","81,90",#NAME?
Comunicaciones Teléfonos  móviles,926,22207,30/12/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,ASISTENCIA A ORGANOS COLEGIADOS DICIEMBRE SEGUN Dº APROBACION 2548/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2550/2013,"30,00","119,70",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,236,22602,07/03/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,"BUZONEO FOLLETOS ""PROGRAMACION DE CULTURA"" - NUMERO DE FAC.: 2013/146 DE FECHA OPERACION: 30/01/2013","660,66","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,236,22602,22/03/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,BUZONEO FOLLETOS XI SEMANA DE LA MUJER - NUMERO DE FAC.: 2013/148 DE FECHA OPERACION: 05/03/2013,"677,60","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,236,22602,08/11/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,"8000 FOLLETOS PARA BUZONEO PROGRAMACION CULTURA, JUVENTUD, TERCERA EDAD, APROBADA CON DECRETO 2073/2013 - NUMERO DE FAC.: 2013/149 DE FECHA OPERACION: 15/10/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2197/2013","667,60","0,00",#NAME?
Seguridad  y Protección Civil. Publicidad y propaganda,912,22602,09/12/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,"REPARTO DE PUBLICIDAD DIPTICOS INFORMATIVOS LINEAS ALTA TENSION, APROBADA CON DECRETO 2285/2013 - NUMERO DE FAC.: 2013/152 DE FECHA OPERACION: 14/11/2013 Y DECRETO DE ORDENACIÓN DE PAGO Nº 2390/2013","677,60","0,00",#NAME?
Organos de gobierno. Otros gastos institucionales,912,22608,08/11/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,BUZONEO NOTAS INFORMATIVAS (TRASLADO LINEAS ALTA TENSION) APROBADO CON DECRETO 2073/2013 - NUMERO DE FAC.: 2013/151 DE FECHA OPERACION: 15/10/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2197/2013,"592,90","0,00",#NAME?
Seguridad  y Prtección Civil. Otros suministros,151,22199,09/12/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,"AMBIO DE CERRADURA ANTI PÁNICA EN EL APARCAMIENTO DEL EDIFICIO C/ DEL POTRO, APROBADA CON DECRETO2285/2013 - NUMERO DE FAC.: 039 DE FECHA OPERACION: 14/11/2013 Y DECRETO DE ORDENACIÓN DE PAGO Nº 2390/2013","278,30","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,07/03/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,"TRABAJOS REALIZADOS EN COLEGIO LAS CASTAÑERAS, COLEGIO LEGAZPI Y POLIDEPORTIVO LA DEHESA - NUMERO DE FAC.: 04 DE FECHA OPERACION: 19/02/2013","496,10","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,18/04/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,TRABAJOS REALIZADOS COLEGIO LEGAZPI Y POLIDEP. LA DEHESA - NUMERO DE FAC.: 10 DE FECHA OPERACION: 04/04/2013,"338,80","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,20/05/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,REPARACIONES EN DIVERSAS INTALACCIONES MUNICIPALES - NUMERO DE FAC.: 13 DE FECHA OPERACION: 06/05/2013,"484,00","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,18/07/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,POR VANDALISMO REPARAR Y REFORZAR LAS CERADURAS EN LAS 6 PUERTAS ANTIPÁNICAS DE COBLE HOJA EN LA ENTRADA PRINCIPAL DEL AUDITORIO - NUMERO DE FAC.: 19 DE FECHA OPERACION: 18/07/2013,"363,00","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,02/08/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,TRABAJOS REALIZADOS EN EL POLIDEPORTIVO LA DEHESA - NUMERO DE FAC.: 27 DE FECHA OPERACION: 09/07/2013,"181,50","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,28/05/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,CAMBIO DE CERRADURA EN LA PUERTA DE LA SALA POLIVALENTE CORO-ORQUETA DEL AUDITORIO - NUMERO DE FAC.: 15 DE FECHA OPERACION: 15/05/2013,"266,20","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,18/07/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,TRABAJOS REALIZADOS EN EL EDIFICIO DE POLICA LOCAL - NUMERO DE FAC.: 0024 DE FECHA OPERACION: 18/07/2013,"847,00","0,00",#NAME?
Servicios Generales Otras reparaciones y mantenimientos,160,21102,18/07/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,TRABAJO  REALIZADO EN EL AUDITORIO - NUMERO DE FAC.: 0023 DE FECHA OPERACION: 18/07/2013,"968,00","0,00",#NAME?
"Seguridad  y Protección Civil. Mantenimiento, maquinaria, instalacciones y utillaje",160,21301,02/08/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,TRABAJOS REALIZADOS EN EL COLEGIO INFANTIL LUNA LUNERA - NUMERO DE FAC.: 26 DE FECHA OPERACION: 10/07/2013,"302,50","0,00",#NAME?
Servicios Generales Mantenimiento y reparación de edificios,160,22721,08/11/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,"TRABAJO REALIZADO EN COLEGIO FRANCISCO DE ORELLANA, APROBADA CON DECRETO 2073/2013 - NUMERO DE FAC.: 36 DE FECHA OPERACION: 15/10/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2197/2013","1.452,00","0,00",#NAME?
Educación..Reparación e instalación en colegios,320,21206,22/03/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,SUMINISTRO Y MONTAJE DE PUERTA  EN EL COLEGIO FRANCISCO DE ORELLANA - NUMERO DE FAC.: 08 DE FECHA OPERACION: 15/03/2013,"992,20","0,00",#NAME?
Educación..Reparación e instalación en colegios,320,21206,20/05/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,RREPARACIONES EN COLEGIOS LAS CASTAÑERAS - NUMERO DE FAC.: 12 DE FECHA OPERACION: 06/05/2013,"1.936,00","0,00",#NAME?
"Seguridad  y Protección Civil. Mantenimiento, maquinaria, instalacciones y utillaje",340,21301,23/09/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,"REPARACIÓN PUERTA EN ACCESO A LA ESCALERA METÁLICA AL TORREÓN Y SOLDAR BARANDILLA EN ENTRADA DEL AUDITORIO, APROBADA CON DECRETO 1747/2013 - NUMERO DE FAC.: 30 DE FECHA OPERACION: 23/09/2013","302,50","0,00",#NAME?
"Seguridad  y Protección Civil. Mantenimiento, maquinaria, instalacciones y utillaje",340,21301,23/09/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,"SOLDAR PUERTA, CERCOS Y BARANDILLA EN CAMPO DE FUTBOL Y GRADAS DEL PABELLÓN, APROBADA CON DECRETO 1747/2013 - NUMERO DE FAC.: 31 DE FECHA OPERACION: 23/09/2013","290,40","0,00",#NAME?
Fomento del empleo..Profesorado  Escuela- Taller,241,14303,07/02/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,PAGO INDEMNIZACION POR DESPOIDO IMPROCEDENTE PROFESOR ESCUELA TALLER   SEGUN  ACTA DE CONCILIACION  PROCEDIMIENTO 734/201214303/PRIMERA OPERACION DEL CONCEPTO,"2.000,00","0,00",#NAME?
Seguridad y Protección Civil Retribuciones básicas,160,11000,06/02/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,PAGO PRESTAMO A CUENTA DE LA NOMINA DEL MES DE JUNIO SEGUN DECRETO 84/2013,"1.000,00","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,130,22699,08/05/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,1 PILA PARA SEGURIDAD CIUDADANA - NUMERO DE FAC.: 0006 DE FECHA OPERACION: 08/05/2013,"5,90","0,00",#NAME?
Seguridad  y Protección Civil..Mantenimiento unidad canina,130,22642,25/11/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,PAGO A JOSE MARIA NOGALES LAGUNA POR MANTENIMIENTO DE UNIDAD CANINA,"1.900,00","0,00",#NAME?
Seguridad  y Prtección Civil. Otros suministros,235,22199,05/07/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,SUMINISTRO GALLETAS DECORADAS TERCERA EDAD - NUMERO DE FAC.: 2208 DE FECHA OPERACION: 14/06/2013,"220,00","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,330,22699,31/12/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,CAJITAS CARAMELOS ACF CONCEJALIA CULTURA - NUMERO DE FAC.: 2292 DE FECHA OPERACION: 31/12/2013,"82,45","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,234,22699,26/12/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,MEDICAMENTOS  ACF JUVENTUD E INFANCIA - NUMERO DE FAC.: 93 DE FECHA OPERACION: 26/12/2013,"12,65","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,234,22699,26/12/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,MEDICAMENTOS  ACF JUVENTUD E INFANCIA - NUMERO DE FAC.: 97 DE FECHA OPERACION: 26/12/2013,"27,25","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,320,22699,26/12/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,MEDICAMENTOS  ACF EDUCACIÓN - NUMERO DE FAC.: 80 DE FECHA OPERACION: 26/12/2013,"10,99","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,320,22699,26/12/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,MEDICAMENTOS  ACF EDUCACIÓN - NUMERO DE FAC.: 172 DE FECHA OPERACION: 26/12/2013,"4,76","0,00",#NAME?
Organos de gobierno. Otros gastos institucionales,912,22608,26/12/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,MEDICAMENTOS  ACF ALCALDÍA - NUMERO DE FAC.: 150 DE FECHA OPERACION: 26/12/2013,"3,28","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,20/06/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,SUMINISTRO MATERIAL DE OFICINA EMPLEO - NUMERO DE FAC.: 04/13 DE FECHA OPERACION: 03/06/2013,"95,42","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,18/07/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,SUMINISTRO MATERIALES EMPLEO - NUMERO DE FAC.: 058/13 DE FECHA OPERACION: 18/07/2013,"76,75","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,22/08/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,SUMINSITRO DE PAPEL PARA CURSO 12/7213 INSTALACCION DE JARDINES Y ZONAS VERDES - -APROBADO POR DECRETO DE ALCALDIA 1646/2013 -  NUMERO DE FAC.: 069/13 DE FECHA OPERACION: 01/08/2013,"32,07","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,22/08/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,SUMINISTROS   MATERIAL  PARA CURSO 12/7210 OPERACIONES BÁSICAS EN VIVEROS Y CENTROS DE JARDINERÍA - APROBADO POR DECRETO DE ALCALDIA 1646/2013 -  NUMERO DE FAC.: 067/13 DE FECHA OPERACION: 01/08/2013,"86,82","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,22/08/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,SUMINISTRO DE PAPEL PARA CURSO 12/7215 CONTABILIDAD Y FISCALIDAD -  APROBADO POR DECRETO DE ALCALDIA 1646/2013 - NUMERO DE FAC.: 068/13 DE FECHA OPERACION: 01/08/2013,"32,07","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,29/08/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,PARA CURSO 12/7213 INSTALACION DE JARDINES Y ZONAS VERDES - APROBADA POR DECRETO DE ALCALDIA Nº 1682/2013 - NUMERO DE FAC.: 071/13 DE FECHA OPERACION: 12/08/2013,"43,88","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,29/08/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,PARA CURSO 12/7215 CONTABILIDAD Y FISCALIDAD - APROBADA POR DECRETO DE ALCALDIA Nº 1682/2013 - NUMERO DE FAC.: 070/13 DE FECHA OPERACION: 12/08/2013,"32,07","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,16/10/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,SUMINISTRO PAPEL CURSO 12/7214 MTO. Y MEJORA DE JARDINES Y ZONAS VERDES APROBADO POR DECRETO 2021/2013 - NUMERO DE FAC.: 087/13 DE FECHA OPERACION: 16/10/2013,"16,34","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,16/10/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,"SUMINISTRO MATERIAL DE OFICINA CURSO 12/7211 INSTALACION JARDINES, PARQUES Y ZONAS VERDES APROBADO POR DECRETO 2021/2013 - NUMERO DE FAC.: 086/13 DE FECHA OPERACION: 16/10/2013","20,41","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,16/10/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,SUMINISTRO MATERIAL DE OFICINA CURSO 12/7216 AUDITORIA APROBADO POR DECRETO 2021/2013 - NUMERO DE FAC.: 085/13 DE FECHA OPERACION: 16/10/2013,"49,01","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,16/10/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,SUMINISTRO MATERIAL DE OFICINA CURSO 12/7216 AUDITORIA APROBADO POR DECRETO 2021/2013 - NUMERO DE FAC.: 088/13 DE FECHA OPERACION: 16/10/2013,"43,00","0,00",#NAME?
Fomento del empleo..Suministros Cursos de Formación para el Empleo,241,22126,20/12/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,"SUMINISTRO MATERIAL DE OFICINA CURSO 12/7218 ALEMAN BASICO, APROBADA CON DECRETO 2367/2013 - NUMERO DE FAC.: 103/13 DE FECHA OPERACION: 26/11/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2466/2013","106,37","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,320,22699,26/12/2013,A78627023,JOYERIAS MENDEZ SA,1 PLACA COMMEMORATIVA  ACF EDUCACIÓN - NUMERO DE FAC.: 1300 DE FECHA OPERACION: 26/12/2013,"65,00","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,320,22699,26/12/2013,A78627023,JOYERIAS MENDEZ SA,PLACA COMMEMORATIVA  ACF EDUCACIÓN - NUMERO DE FAC.: 300 DE FECHA OPERACION: 26/12/2013,"69,00","0,00",#NAME?
Urbanismo. Salario Base,340,13100,07/02/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,SALARIOS DE TRAMITACION  JUAN CARLOS FAILDE,"32.194,75","1.916,33",#NAME?
Cultura. Actividades culturales,330,22609,10/10/2013,B06438816,"JUAN GONZALEZ MARTIN E HIJOS.,S.L.","SUMINISTRO JAMON IBERICO, APROBADO CON DECRETO 1854/2013 - NUMERO DE FAC.: A/1058 DE FECHA OPERACION: 18/09/2013","330,61","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,320,22699,08/05/2013,B79988739,"JUGUETTOS LOPEZ TOYS.,S.L.",MAQUILLAJES - NUMERO DE FAC.: 010402125805 DE FECHA OPERACION: 08/05/2013,"9,20","0,00",#NAME?
Seguridad  y Protección Civil. Otros gastos diversos,320,22699,26/12/2013,B79988739,"JUGUETTOS LOPEZ TOYS.,S.L.",JUGUETES CASA DE NIÑOS  ACF EDUCACIÓN - NUMERO DE FAC.: 010401294340 DE FECHA OPERACION: 26/12/2013,"143,76","0,00",#NAME?
Seguridad  y Protección Civil. Vestuario,340,22104,20/12/2013,J86643491,KM42MADRID S.C.,"SUMINISTRO ROPA DEPORTIVA, APROBADA CON DECRETO 2367/2013 - NUMERO DE FAC.: 2013/007 DE FECHA OPERACION: 26/11/2013 Y DECRETO DE ORDENACIÓN DEL PAGO Nº 2466/2013","682,08","0,00",#NAME?
Cultura. Actividades culturales,330,22609,10/10/2013,B81975260,"LA ABULENSE TRADICIONAL, S.L.","VINO HABLA DEL SILENCIO DIA DE EXTREMADURA 2013, APROBADO CON DECRETO 1854/2013 - NUMERO DE FAC.: CH 13/068 DE FECHA OPERACION: 18/09/2013","270,00","0,00",#NAME?
Política económica y fiscal. Otros gastos financieros,931,35900,06/03/2013,C58899998,LA CAIXA,"COMISIONES POR RECIBOS DEVUELTOS Y GESTION DE RECIBOS DATAS 2,3,4 Y 5/2013","17,70","0,00",#NAME?
Política económica y fiscal. Otros gastos financieros,931,35900,14/05/2013,C58899998,LA CAIXA,GASTOS POR COMISIONES RECAUDACIÓN DATA 3/2013,"101,00","0,00",#NAME?
Política económica y fiscal. Otros gastos financieros,931,35900,19/07/2013,C58899998,LA CAIXA,DEVOLUCIÓN DE GASTOS POR COMISIONES (RECAUDACIÓN DATA 3/2013) EN DATA 4/2013,"-101,00","0,00",#NAME?
Política económica y fiscal. Otros gastos financieros,931,35900,07/11/2013,C58899998,LA CAIXA,PAGO COMISIONES POR DEVOLUCIONES DATA SEPTIEMBRE 2013,"442,70","0,00",#NAME?
Política económica y fiscal. Otros gastos financieros,931,35900,15/11/2013,C58899998,LA CAIXA,COMISIONES Y GASTOS POR DEVOLUCIONES DATA OCTUBRE LA CAIXA,"79,62","0,00",#NAME?
Política económica y fiscal. Otros gastos financieros,931,35900,26/12/2013,C58899998,LA CAIXA,PAGO POR COMISIONES Y GASTOS DE DEVOLUCION  LA CAIXa,"129,74","0,00",#NAME?
Política económica y fiscal. Otros gastos financieros,931,35900,31/12/2013,C58899998,LA CAIXA,GASTOS POR COMISIONES Y GASTOS DATA DICIEMBRE LA CAIXA,"72,95","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,09/01/2013,C58899998,LA CAIXA,COMISION TPV GRUA 16643 OMAR ALMODOVAR PEREZ,"2,80","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,13/01/2013,C58899998,LA CAIXA,GASTOS TPV GRUA 16643 ILDEFONSO GARRIDO RUBIO,"2,16","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,19/01/2013,C58899998,LA CAIXA,GASTOS COMISION TPV 16643 GRUA MIGUEL ANGEL LORENZO GARCIA,"0,56","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,20/01/2013,C58899998,LA CAIXA,COMISION TPV GRUA 16643 MARIA SOL MAROCO ESTEVEZ,"0,54","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,31/01/2013,C58899998,LA CAIXA,COMISION TPV GRUA 16643 MARIA JOSE LESTON TUNAS,"0,56","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,01/02/2013,C58899998,LA CAIXA,COMISION TPV GRUA 16643 MIGUEL ANGEL CORRAL LOPEZ,"2,61","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,05/02/2013,C58899998,LA CAIXA,COMISION TPV GRUA 16643 EMILIO BELLO ALEDON Y VICENTE ANDRES FONTECHA MOVILLA,"1,10","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,09/02/2013,C58899998,LA CAIXA,COMISION TPV GRUA 16643 SANTIAGO PATRICIO ALVARO,"3,60","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,21/02/2013,C58899998,LA CAIXA,COMISION TPV 16643 GRUA ENRIQUE DAVILA SANTOS,"1,10","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,13/03/2013,C58899998,LA CAIXA,COMISION TPV 16643 GRUA JUAN ENRIQUE PEÑA FERNANDEZ,"17,50","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,14/05/2013,C58899998,LA CAIXA,GASTOS TPV RECAUDACIÓN DATA 2 Y 3/2013 RECAUDACIÓN DE MULTAS,"2,75","0,00",#NAME?
Política económica y fiscal..Gastos financieros TPV,931,35901,26/08/2013,C58899998,LA CAIXA,COMISIONES BANCARIAS TPV  DATA 7/2013 MULTAS DE TRÁFICO,"2,45","0,00",#NAME?
Seguridad  y Protección Civil. Publicación en Diarios Oficiales,920,22603,09/04/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,INSERCION 5101302052092 -  EXPEDIENTE 18/12 FORMALIZACION CONTRATO DE SERVICIO DE EXPLOTACION Y GESTION PUNTO LIMPIO - APROBADO POR DECRETO 713/2013 - NUMERO DE FAC.: 7913143209860 DE FECHA OPERACION: 09/04/2013,"418,37","0,00",#NAME?
Seguridad  y Protección Civil. Publicación en Diarios Oficiales,920,22603,05/06/2013,,Este concepto recoge personas físicas cuya identidad queda protegida en cumplimiento de la Ley Organica de Protección de Datos.,INSERCION 5101304092296 - EXPTE 12/13 - SERVICIOS DE CONSERJERIA EN DISTINTAS DEPENDENCIAS MUNICIPALES - APROBADO POR DECRETO 1132/2013 - NUMERO DE FAC.: 7913143389130 DE FECHA OPERACION: 05/06/2013,"1.077,61","0,00",#NAME?
